phrase	length	count
краљевића 	1	40
новака 	1	40
младена 	1	39
доситеја обрадовића 	2	39
патријарха 	1	39
žabljak 	1	39
дожа 	1	39
zgrada 	1	39
доситеја 	1	39
станоја 	1	39
славка 	1	39
пере 	1	39
свете 	1	38
карађорђевића 	1	38
синђелићева 	1	38
републике 	1	38
per 	1	38
библиотека 	1	38
berane 	1	38
apartments 	1	37
новосадска 	1	37
šavnik 	1	37
школска 	1	37
adem 	1	37
лењинова 	1	37
гробље 	1	37
xhamija 	1	37
ђаковића 	1	37
курфирстендам 	1	37
жртава 	1	36
церска 	1	36
krasniqi 	1	36
народног 	1	36
katun 	1	36
булевар ослободилаца 	2	36
eko 	1	36
арсенија 	1	36
xhamia e 	2	36
кнеза михаила 	2	36
аутобуска 	1	36
ненадовића 	1	35
manastir 	1	35
народног фронта 	2	35
свети 	1	35
presheva 	1	35
branka 	1	35
јунака 	1	35
паје 	1	35
рибарска 	1	35
ђуре ђаковића 	2	35
змаја 	1	35
главна 	1	35
аутобуска станица 	2	35
voda 	1	35
most 	1	35
миланковића 	1	35
арсенија чарнојевића 	2	35
киша 	1	35
породице 	1	35
пелагића 	1	34
ћопића 	1	34
народне 	1	34
владике 	1	34
шантића 	1	34
борбе 	1	34
për 	1	34
булевар зорана 	2	34
обреновића 	1	34
кнез 	1	34
булевар зорана ђинђића 	3	34
сарајевска 	1	34
бранка ћопића 	2	34
ђорђевића 	1	34
osnovna 	1	34
далматинска 	1	34
agim 	1	34
васе пелагића 	2	34
лазе костића 	2	34
јосипа 	1	34
hyrja 	1	33
алексе шантића 	2	33
пенезића 	1	33
novi 	1	33
гупца 	1	33
јована поповића 	2	33
др. 	1	33
бранислава 	1	33
марка орешковића 	2	33
stacioni 	1	33
антифашистичке борбе 	2	33
солунска 	1	33
драгише 	1	33
антифашистичке 	1	33
орешковића 	1	33
петефи шандора 	2	33
градска 	1	32
мирослава 	1	32
јована јовановића 	2	32
hasan prishtina 	2	32
бојовића 	1	32
маринковић 	1	32
матије гупца 	2	32
милутина миланковића 	2	32
краља милутина 	2	32
centar 	1	32
ужичка 	1	32
палих 	1	32
trebinje 	1	32
sveti 	1	32
станка 	1	31
brigada 	1	31
lukoil 	1	31
abdulla presheva 	2	31
миљковића 	1	31
радоја 	1	31
палих бораца 	2	31
техничка 	1	31
сутјеска 	1	31
зелени 	1	31
булевар михајла пупина 	3	31
stambena zgrada 	2	31
назора 	1	31
јелене 	1	31
чарапића 	1	31
булевар михајла 	2	31
