phrase	length	count
gilbbesjávrgeaidnu 	1	54
gilbbesjávrrigeaidnu 	1	33
ovnnesluodda 	1	24
guovdageaingeaidnu 	1	18
gáregasnjárgageaidnu 	1	10
muoniogeaidnu 	1	7
ánarjogageaidnu 	1	7
