phrase	length	count
carretera madrid-barcelona-frontera 	2	128
avinguda dels països catalans 	4	128
cervera 	1	128
marítim 	1	128
madrid-barcelona-frontera francesa 	2	128
de l'hospital 	2	128
garbí 	1	128
prim 	1	128
autovia de la 	3	128
madrid-barcelona-frontera 	1	128
terrassa 	1	128
autovia de la mediterrània 	4	128
carrer de josep maria 	4	128
carretera madrid-barcelona-frontera francesa 	3	128
déu del 	2	127
fortuny 	1	127
de ramón 	2	127
vent 	1	127
antic 	1	127
de mas 	2	127
de déu del 	3	127
parc 	1	127
carrer del montseny 	3	127
horts 	1	126
placeta 	1	126
de sant martí 	3	126
passeig marítim 	2	126
sud 	1	126
cinto 	1	126
mare de déu del 	4	126
c 	1	126
felip 	1	126
carrer de pompeu fabra 	4	126
port de 	2	126
carrer de balmes 	3	126
carrer de la costa 	4	126
flor 	1	125
la selva 	2	125
reial 	1	125
francisco 	1	125
joan xxiii 	2	125
carrer de valència 	3	125
carrer de jacint 	3	124
carrer de rafael 	3	124
enric 	1	124
pirineus 	1	124
de madrid 	2	124
josep tarradellas 	2	123
creus 	1	123
brava 	1	123
carrer sant antoni 	3	123
carrer de sant jaume 	4	123
gibraltar 	1	122
de vic 	2	122
carrer mare de 	3	122
romaní 	1	122
baixada de 	2	121
ribes 	1	121
granados 	1	121
rusiñol 	1	121
unió 	1	121
ronda de sant 	3	121
pep 	1	121
camí del mas 	3	121
costa brava 	2	121
mestral 	1	121
bisbal 	1	121
julià 	1	120
lleida a balaguer i 	4	120
lleida a balaguer i àger 	5	120
sant andreu 	2	120
de lleida a balaguer i 	5	120
i àger 	2	120
del coll 	2	120
a balaguer i 	3	120
lleida a balaguer 	3	120
balaguer i 	2	120
carrer d'anselm 	2	120
balaguer i àger 	3	120
de juan 	2	120
a balaguer i àger 	4	120
a balaguer 	2	120
de lleida a balaguer 	4	120
roure 	1	120
àger 	1	120
pobla 	1	120
carretera de lleida a balaguer 	5	120
carrer de ses 	3	119
mateu 	1	119
roser 	1	119
de santa anna 	3	119
racó 	1	119
frederic 	1	119
santiago rusiñol 	2	119
josep pla 	2	118
augusta 	1	118
bonavista 	1	118
la bisbal 	2	118
de narcís 	2	118
carrer del calvari 	3	118
carrer can 	2	118
núria 	1	118
puig de 	2	118
montblanc 	1	118
pintor sorolla 	2	117
molins 	1	117
blasco ibáñez 	2	117
salut 	1	117
carreró de 	2	117
platja 	1	117
novelda 	1	117
ter 	1	117
vinya 	1	117
blanca 	1	117
alta 	1	116
carrer d'àngel guimerà 	3	116
castellar 	1	116
roses 	1	116
carrer de sant francesc 	4	116
illes 	1	116
cabrera 	1	116
berenguer 	1	115
a barcelona 	2	115
grau 	1	115
carrer de la verge de 	5	114
de frança 	2	114
carrer del carme 	3	114
cinto verdaguer 	2	114
claret 	1	114
carrer de la tramuntana 	4	113
grup 	1	113
barranc 	1	113
sant carles 	2	113
ferrocarril 	1	113
carrer de l'estació 	3	113
rodoreda 	1	113
garcía 	1	113
antonio 	1	113
nostra senyora 	2	113
carrer del pla 	3	112
de na 	2	112
del mediterrani 	2	112
del mercat 	2	112
plaça d'espanya 	2	112
tres 	1	112
la llibertat 	2	112
feliu 	1	112
del migdia 	2	111
del canigó 	2	111
coloma 	1	111
l'abat 	1	111
carrer de sant isidre 	4	111
cases 	1	111
del comte 	2	111
del bosc 	2	111
marquès de 	2	111
carrer de jacint verdaguer 	4	111
de la plaça 	3	111
moll 	1	111
del turó 	2	111
de terrassa 	2	110
dels reis 	2	110
progrés 	1	110
de salvador espriu 	3	110
de l'abat 	2	110
de la llibertat 	3	110
del marquès 	2	109
carrer antoni 	2	109
carrer salvador 	2	109
de núria 	2	109
jaume balmes 	2	109
cádiz 	1	109
sant cristòfol 	2	109
la ciutat 	2	109
llíria 	1	109
far 	1	109
avinguda de barcelona 	3	109
l'ermita 	1	108
de la ciutat 	3	108
eix salou 	2	108
avinguda catalunya 	2	108
cerdanya 	1	108
vía verde 	2	108
morera 	1	108
noguera 	1	108
sardana 	1	108
montcada 	1	108
gibraltar a barcelona 	3	107
dels horts 	2	107
fra 	1	107
magdalena 	1	107
real 	1	107
del baix 	2	107
gibraltar a 	2	107
mossen 	1	107
nicolau 	1	107
del president 	2	107
carrer sant josep 	3	106
vendrell 	1	106
carretera de cádiz 	3	106
carrer de la vall 	4	106
d'antoni gaudí 	2	106
carrer de juan 	3	106
figueres 	1	106
d'anselm clavé 	2	106
carrer de narcís 	3	106
sant pau 	2	106
de cádiz 	2	106
