phrase	length	count
شاہراہ 	1	115
شاہراہ قراقرم 	2	115
قراقرم 	1	115
روڈ 	1	89
مسجد 	1	18
کورنگي 	1	15
کورنگي روڈ 	2	15
ست 	1	12
کوھاٹ 	1	10
سی 	1	9
پ 	1	9
وۓ روڈ 	2	9
وۓ 	1	9
بازار 	1	8
کونج گیدڑ 	2	5
کونج 	1	5
گیدڑ 	1	5
کونج گیدڑ روڈ 	3	5
درہ 	1	5
گیدڑ روڈ 	2	5
درہ روڈ 	2	5
